customer_id,recommended_product_id,score
C002493,P00378,0.1171
C002493,P00600,0.1149
C002493,P00526,0.1143
C002494,P00252,0.1701
C002494,P00156,0.164
C002494,P00502,0.156
C002494,P00217,0.1529
C002494,P00198,0.1251
C002495,P00286,0.0842
C002495,P00560,0.0833
C002495,P00381,0.0788
C002495,P00359,0.0777
C002495,P00413,0.0772
C002496,P00385,0.0868
C002496,P00463,0.0823
C002496,P00520,0.0803
C002496,P00083,0.0799
C002496,P00004,0.0794
C002497,P00060,0.136
C002497,P00012,0.124
C002497,P00376,0.1235
C002497,P00316,0.0997
C002497,P00263,0.0974
C002498,P00538,0.1276
C002498,P00454,0.1248
C002498,P00476,0.1229
C002498,P00595,0.1218
C002498,P00115,0.1203
C002499,P00270,0.1615
C002499,P00055,0.1463
C002499,P00212,0.1176
C002499,P00474,0.113
C002499,P00205,0.112
C002500,P00199,0.1649
C002500,P00474,0.162
C002500,P00252,0.1226
C002500,P00048,0.1225
C002500,P00175,0.1221
C002501,P00012,0.1379
C002501,P00371,0.1256
C002501,P00105,0.119
C002501,P00447,0.119
C002501,P00473,0.1181
C002502,P00206,0.0952
C002502,P00336,0.094
C002502,P00579,0.0862
C002502,P00552,0.0823
C002502,P00198,0.0811
C002503,P00264,0.2003
C002503,P00582,0.1352
C002503,P00368,0.131
C002503,P00052,0.1292
C002503,P00254,0.1251
C002504,P00081,0.1628
C002504,P00307,0.1194
C002504,P00306,0.1144
C002504,P00445,0.0944
C002504,P00516,0.0895
C002505,P00322,0.16
C002505,P00594,0.1556
C002505,P00490,0.1273
C002505,P00022,0.1255
C002505,P00521,0.0935
C002507,P00069,0.1095
C002507,P00066,0.0896
C002507,P00399,0.087
C002507,P00378,0.0844
C002507,P00010,0.0813
C002508,P00425,0.1342
C002508,P00476,0.1237
C002508,P00287,0.1233
C002508,P00443,0.1194
C002508,P00270,0.0943
C002509,P00095,0.168
C002509,P00570,0.1314
C002509,P00065,0.1207
C002509,P00235,0.1181
C002509,P00405,0.1181
C002510,P00144,0.1563
C002510,P00047,0.1305
C002510,P00129,0.1196
C002510,P00062,0.116
C002510,P00056,0.1151
C002511,P00541,0.2189
C002511,P00481,0.1628
C002511,P00182,0.1558
C002511,P00139,0.1287
C002511,P00597,0.1254
C002512,P00004,0.163
C002512,P00329,0.1262
C002512,P00412,0.1224
C002512,P00586,0.1217
C002512,P00383,0.1215
C002513,P00172,0.1735
C002513,P00399,0.1419
C002513,P00368,0.1305
C002513,P00459,0.1297
C002513,P00273,0.1214
C002514,P00118,0.1701
C002514,P00494,0.1468
C002514,P00080,0.1248
C002514,P00075,0.12
C002514,P00018,0.1192
C002515,P00279,0.1288
C002515,P00116,0.1258
C002515,P00392,0.1225
C002515,P00592,0.1197
C002515,P00013,0.1175
C002516,P00048,0.1526
C002516,P00519,0.1318
C002516,P00377,0.0924
C002516,P00279,0.0891
C002516,P00161,0.0876
C002517,P00118,0.1261
C002517,P00312,0.1157
C002517,P00580,0.0941
C002517,P00260,0.0869
C002517,P00448,0.0866
C002518,P00140,0.1579
C002518,P00094,0.1523
C002518,P00540,0.1245
C002518,P00550,0.1205
C002518,P00215,0.119
C002519,P00158,0.1548
C002519,P00371,0.146
C002519,P00139,0.1382
C002519,P00268,0.1322
C002519,P00449,0.13
C002520,P00382,0.2076
C002520,P00248,0.1602
C002520,P00038,0.1559
C002520,P00455,0.1521
C002520,P00486,0.1454
C002521,P00175,0.161
C002521,P00477,0.1294
C002521,P00100,0.1239
C002521,P00368,0.1238
C002521,P00578,0.1237
C002522,P00429,0.1599
C002522,P00138,0.1512
C002522,P00360,0.1355
C002522,P00278,0.134
C002522,P00139,0.1317
C002523,P00120,0.0909
C002523,P00190,0.0907
C002523,P00476,0.0865
C002523,P00213,0.0857
C002523,P00044,0.0792
C002524,P00068,0.1904
C002524,P00310,0.1671
C002524,P00582,0.1653
C002524,P00291,0.1298
C002524,P00443,0.1285
C002525,P00527,0.1602
C002525,P00491,0.1366
C002525,P00236,0.1342
C002525,P00310,0.1264
C002525,P00399,0.1241
C002526,P00056,0.2047
C002526,P00556,0.1746
C002526,P00449,0.169
C002526,P00228,0.1684
C002526,P00133,0.1667
C002527,P00006,0.1609
C002527,P00329,0.1187
C002527,P00207,0.1176
C002527,P00558,0.1171
C002527,P00567,0.1141
C002528,P00433,0.092
C002528,P00264,0.0868
C002528,P00239,0.0862
C002528,P00600,0.0823
C002528,P00395,0.0815
C002529,P00175,0.1982
C002529,P00268,0.1788
C002529,P00156,0.174
C002529,P00553,0.1597
C002529,P00434,0.157
C002530,P00362,0.0808
C002530,P00582,0.0795
C002530,P00116,0.0728
C002530,P00482,0.0712
C002530,P00492,0.0496
C002531,P00259,0.1365
C002531,P00236,0.1281
C002531,P00116,0.1252
C002531,P00022,0.1226
C002531,P00400,0.1197
C002532,P00499,0.0848
C002532,P00116,0.0817
C002532,P00327,0.0809
C002532,P00223,0.0803
C002532,P00012,0.0796
C002533,P00098,0.0841
C002533,P00283,0.0828
C002533,P00260,0.082
C002533,P00495,0.0808
C002533,P00427,0.0805
C002534,P00130,0.1302
C002534,P00357,0.1222
C002534,P00453,0.1162
C002534,P00381,0.1156
C002534,P00066,0.1088
C002535,P00290,0.1514
C002535,P00233,0.1308
C002535,P00431,0.1228
C002535,P00213,0.0928
C002535,P00056,0.0872
C002536,P00555,0.1265
C002536,P00208,0.1256
C002536,P00542,0.1242
C002536,P00212,0.1231
C002536,P00079,0.1182
C002537,P00451,0.159
C002537,P00130,0.1304
C002537,P00240,0.1259
C002537,P00208,0.1187
C002537,P00329,0.1149
C002538,P00425,0.1749
C002538,P00400,0.1258
C002538,P00169,0.1219
C002538,P00082,0.1195
C002538,P00261,0.1183
C002539,P00272,0.1327
C002539,P00573,0.1281
C002539,P00298,0.1202
C002539,P00023,0.1146
C002539,P00326,0.1118
C002540,P00460,0.1673
C002540,P00439,0.1523
C002540,P00434,0.1503
C002540,P00059,0.1356
C002540,P00098,0.1305
C002541,P00534,0.0987
C002541,P00476,0.0911
C002541,P00163,0.0884
C002541,P00410,0.0872
C002541,P00439,0.0801
C002542,P00139,0.1279
C002542,P00252,0.1244
C002542,P00486,0.1191
C002542,P00529,0.1166
C002542,P00094,0.0912
C002543,P00541,0.1664
C002543,P00139,0.1571
C002543,P00129,0.1559
C002543,P00511,0.147
C002543,P00264,0.1267
C002544,P00079,0.2055
C002544,P00185,0.1914
C002544,P00564,0.1597
C002544,P00367,0.1354
C002544,P00407,0.1344
C002545,P00012,0.1246
C002545,P00322,0.1154
C002545,P00539,0.1134
C002545,P00371,0.0882
C002545,P00568,0.0878
C002546,P00289,0.1309
C002546,P00025,0.1274
C002546,P00438,0.1255
C002546,P00147,0.1229
C002546,P00574,0.1212
C002547,P00365,0.0849
C002547,P00013,0.0838
C002547,P00131,0.0822
C002547,P00260,0.0735
C002547,P00594,0.0729
C002548,P00079,0.1228
C002548,P00314,0.0886
C002548,P00223,0.0854
C002548,P00434,0.08
C002548,P00447,0.077
C002549,P00286,0.1225
C002549,P00450,0.1212
C002549,P00449,0.1151
C002549,P00351,0.089
C002549,P00595,0.0881
C002550,P00056,0.1632
C002550,P00050,0.121
C002550,P00182,0.1184
C002550,P00186,0.1182
C002550,P00081,0.118
C002551,P00296,0.1628
C002551,P00192,0.1535
C002551,P00526,0.1355
C002551,P00294,0.1304
C002551,P00406,0.1283
C002552,P00580,0.207
C002552,P00594,0.2019
C002552,P00448,0.199
C002552,P00050,0.1656
C002552,P00567,0.1623
C002553,P00493,0.159
C002553,P00235,0.1522
C002553,P00066,0.1501
C002553,P00095,0.133
C002553,P00580,0.129
C002554,P00312,0.154
C002554,P00278,0.1312
C002554,P00007,0.1299
C002554,P00089,0.1251
C002554,P00255,0.1231
C002555,P00493,0.1209
C002555,P00296,0.0859
C002555,P00554,0.0824
C002555,P00350,0.0811
C002555,P00068,0.0805
C002556,P00225,0.0909
C002556,P00126,0.0887
C002556,P00079,0.0886
C002556,P00100,0.0842
C002556,P00266,0.0819
C002557,P00055,0.1485
C002557,P00097,0.1312
C002557,P00528,0.1245
C002557,P00494,0.1196
C002557,P00600,0.1194
C002558,P00239,0.0895
C002558,P00411,0.0889
C002558,P00412,0.0857
C002558,P00223,0.0851
C002558,P00305,0.0844
C002559,P00006,0.1877
C002559,P00223,0.1663
C002559,P00520,0.1623
C002559,P00129,0.1544
C002559,P00079,0.1497
C002560,P00547,0.1212
C002560,P00304,0.1185
C002560,P00404,0.1185
C002560,P00449,0.1149
C002560,P00447,0.1133
C002561,P00016,0.1252
C002561,P00147,0.1238
C002561,P00011,0.1164
C002561,P00415,0.1139
C002561,P00445,0.0981
C002562,P00439,0.2392
C002562,P00106,0.2104
C002562,P00116,0.2024
C002562,P00186,0.174
C002562,P00018,0.165
C002563,P00355,0.1576
C002563,P00107,0.1084
C002563,P00562,0.0832
C002563,P00091,0.0818
C002563,P00307,0.0811
C002564,P00244,0.1609
C002564,P00199,0.1548
C002564,P00503,0.1537
C002564,P00520,0.1527
C002564,P00594,0.132
C002565,P00407,0.1258
C002565,P00417,0.1227
C002565,P00244,0.1202
C002565,P00493,0.1198
C002565,P00153,0.1197
C002566,P00395,0.2014
C002566,P00110,0.1541
C002566,P00307,0.1538
C002566,P00117,0.1319
C002566,P00024,0.128
C002567,P00121,0.1318
C002567,P00137,0.1246
C002567,P00110,0.1203
C002567,P00509,0.1172
C002567,P00264,0.097
C002568,P00454,0.1277
C002568,P00039,0.0914
C002568,P00056,0.0859
C002568,P00047,0.0845
C002568,P00100,0.0842
C002569,P00030,0.1325
C002569,P00048,0.1241
C002569,P00552,0.124
C002569,P00541,0.1221
C002569,P00227,0.121
C002570,P00323,0.156
C002570,P00399,0.1186
C002570,P00207,0.1145
C002570,P00529,0.1054
C002570,P00595,0.0883
C002571,P00396,0.1221
C002571,P00073,0.1203
C002571,P00322,0.1198
C002571,P00327,0.1182
C002571,P00116,0.1155
C002572,P00051,0.1175
C002572,P00097,0.0837
C002572,P00412,0.0823
C002572,P00008,0.0818
C002572,P00370,0.0817
C002573,P00348,0.132
C002573,P00491,0.1251
C002573,P00525,0.124
C002573,P00337,0.1211
C002573,P00376,0.1179
C002574,P00493,0.1649
C002574,P00062,0.1219
C002574,P00139,0.1193
C002574,P00275,0.1189
C002574,P00547,0.1189
C002575,P00491,0.13
C002575,P00043,0.1265
C002575,P00358,0.1189
C002575,P00493,0.1167
C002575,P00046,0.109
C002576,P00113,0.1189
C002576,P00492,0.0876
C002576,P00413,0.0801
C002576,P00461,0.0794
C002576,P00321,0.0791
C002577,P00212,0.1523
C002577,P00285,0.1478
C002577,P00443,0.1327
C002577,P00425,0.1318
C002577,P00370,0.1258
C002578,P00443,0.1323
C002578,P00053,0.124
C002578,P00505,0.1227
C002578,P00096,0.1215
C002578,P00223,0.1214
C002579,P00269,0.1325
C002579,P00208,0.1261
C002579,P00538,0.1242
C002579,P00283,0.1236
C002579,P00202,0.1233
C002580,P00376,0.1552
C002580,P00186,0.1379
C002580,P00223,0.1305
C002580,P00511,0.1291
C002580,P00493,0.1212
C002582,P00556,0.1761
C002582,P00235,0.1722
C002582,P00256,0.1651
C002582,P00454,0.1363
C002582,P00496,0.1323
C002583,P00280,0.1729
C002583,P00450,0.1556
C002583,P00582,0.1277
C002583,P00256,0.1185
C002583,P00379,0.118
C002584,P00025,0.1667
C002584,P00209,0.1554
C002584,P00454,0.1553
C002584,P00519,0.1293
C002584,P00575,0.127
C002585,P00386,0.0845
C002585,P00495,0.051
C002585,P00135,0.0473
C002585,P00533,0.0467
C002585,P00034,0.0461
C002586,P00300,0.2086
C002586,P00118,0.1626
C002586,P00067,0.1579
C002586,P00223,0.1342
C002586,P00229,0.1297
C002587,P00534,0.0974
C002587,P00037,0.0901
C002587,P00367,0.0846
C002587,P00048,0.0822
C002587,P00267,0.0821
C002588,P00486,0.093
C002588,P00116,0.0864
C002588,P00036,0.0857
C002588,P00190,0.0831
C002588,P00126,0.0826
C002589,P00029,0.1178
C002589,P00450,0.1139
C002589,P00490,0.0868
C002589,P00362,0.0855
C002589,P00356,0.085
C002590,P00143,0.0894
C002590,P00223,0.0852
C002590,P00363,0.0851
C002590,P00250,0.0831
C002590,P00429,0.0817
C002591,P00170,0.1224
C002591,P00561,0.0883
C002591,P00414,0.0847
C002591,P00121,0.0836
C002591,P00354,0.0817
C002592,P00359,0.1698
C002592,P00090,0.1547
C002592,P00409,0.131
C002592,P00192,0.1309
C002592,P00203,0.1271
C002593,P00289,0.1326
C002593,P00175,0.1294
C002593,P00312,0.1186
C002593,P00059,0.1176
C002593,P00167,0.1173
C002594,P00429,0.1211
C002594,P00098,0.0818
C002594,P00025,0.0803
C002594,P00263,0.0802
C002594,P00254,0.0802
C002595,P00254,0.1295
C002595,P00296,0.123
C002595,P00076,0.0938
C002595,P00541,0.0837
C002595,P00264,0.0835
C002596,P00042,0.09
C002596,P00384,0.09
C002596,P00505,0.0882
C002596,P00588,0.0814
C002596,P00333,0.0801
C002597,P00370,0.1245
C002597,P00011,0.1161
C002597,P00043,0.114
C002597,P00480,0.1138
C002597,P00181,0.11
C002598,P00582,0.1246
C002598,P00264,0.1233
C002598,P00535,0.1157
C002598,P00522,0.1124
C002598,P00022,0.0904
C002599,P00186,0.1675
C002599,P00268,0.1613
C002599,P00390,0.1581
C002599,P00190,0.1544
C002599,P00003,0.1518
C002600,P00202,0.1583
C002600,P00527,0.151
C002600,P00236,0.134
C002600,P00186,0.125
C002600,P00013,0.1224
C002601,P00054,0.1326
C002601,P00512,0.0888
C002601,P00255,0.0862
C002601,P00032,0.0862
C002601,P00433,0.0842
C002602,P00312,0.1165
C002602,P00134,0.0985
C002602,P00291,0.0947
C002602,P00249,0.0903
C002602,P00579,0.088
C002603,P00188,0.0994
C002603,P00081,0.0881
C002603,P00580,0.0878
C002603,P00493,0.0856
C002603,P00058,0.0835
C002604,P00241,0.1241
C002604,P00330,0.1191
C002604,P00021,0.1061
C002604,P00337,0.0876
C002604,P00070,0.0828
C002605,P00395,0.1683
C002605,P00294,0.1669
C002605,P00118,0.1583
C002605,P00582,0.1578
C002605,P00042,0.1316
C002606,P00474,0.1611
C002606,P00031,0.1541
C002606,P00056,0.123
C002606,P00345,0.1195
C002606,P00376,0.0984
C002607,P00477,0.0839
C002607,P00207,0.0761
C002607,P00331,0.0756
C002607,P00190,0.0734
C002607,P00062,0.0475
C002608,P00012,0.1243
C002608,P00164,0.1202
C002608,P00110,0.119
C002608,P00473,0.1142
C002608,P00080,0.1111
C002609,P00556,0.1245
C002609,P00376,0.1176
C002609,P00308,0.1114
C002609,P00153,0.1076
C002609,P00562,0.0869
C002610,P00315,0.1494
C002610,P00057,0.1234
C002610,P00312,0.1175
C002610,P00565,0.1152
C002610,P00206,0.1138
C002611,P00016,0.1219
C002611,P00376,0.1141
C002611,P00448,0.113
C002611,P00010,0.0907
C002611,P00103,0.0864
C002612,P00025,0.1626
C002612,P00075,0.1513
C002612,P00476,0.1266
C002612,P00043,0.1231
C002612,P00256,0.1226
C002613,P00595,0.1266
C002613,P00175,0.1154
C002613,P00486,0.0889
C002613,P00496,0.0889
C002613,P00261,0.0862
C002614,P00258,0.1553
C002614,P00016,0.1551
C002614,P00192,0.1441
C002614,P00379,0.1181
C002614,P00301,0.1161
C002615,P00491,0.1774
C002615,P00548,0.1451
C002615,P00202,0.1346
C002615,P00291,0.1318
C002615,P00294,0.1316
C002616,P00303,0.0864
C002616,P00488,0.085
C002616,P00592,0.0844
C002616,P00460,0.0745
C002616,P00341,0.0744
C002617,P00099,0.12
C002617,P00582,0.0918
C002617,P00121,0.0893
C002617,P00102,0.0822
C002617,P00564,0.0818
C002618,P00534,0.0876
C002618,P00229,0.0819
C002618,P00511,0.0808
C002618,P00337,0.0794
C002618,P00088,0.0787
C002619,P00064,0.1567
C002619,P00205,0.1298
C002619,P00575,0.1272
C002619,P00025,0.1232
C002619,P00004,0.1223
C002620,P00013,0.1938
C002620,P00244,0.1553
C002620,P00294,0.1546
C002620,P00383,0.1262
C002620,P00367,0.125
C002621,P00011,0.1559
C002621,P00296,0.1303
C002621,P00544,0.1222
C002621,P00459,0.1138
C002621,P00493,0.1125
C002622,P00206,0.1817
C002622,P00496,0.1539
C002622,P00269,0.124
C002622,P00220,0.1237
C002622,P00412,0.1236
C002623,P00024,0.1947
C002623,P00491,0.1641
C002623,P00144,0.164
C002623,P00534,0.1599
C002623,P00420,0.1586
C002624,P00049,0.1303
C002624,P00538,0.1271
C002624,P00156,0.1248
C002624,P00560,0.1173
C002624,P00223,0.0958
C002625,P00110,0.1917
C002625,P00524,0.1613
C002625,P00131,0.1578
C002625,P00248,0.1539
C002625,P00329,0.1479
C002626,P00296,0.1262
C002626,P00589,0.1255
C002626,P00201,0.1215
C002626,P00131,0.1204
C002626,P00180,0.1194
C002627,P00537,0.1214
C002627,P00547,0.1196
C002627,P00242,0.1185
C002627,P00042,0.089
C002627,P00196,0.0887
C002628,P00245,0.1616
C002628,P00042,0.131
C002628,P00052,0.1244
C002628,P00540,0.1223
C002628,P00407,0.1202
C002629,P00193,0.1852
C002629,P00302,0.1592
C002629,P00493,0.1574
C002629,P00184,0.1521
C002629,P00404,0.1331
C002630,P00478,0.1252
C002630,P00006,0.1222
C002630,P00019,0.1163
C002630,P00361,0.1136
C002630,P00465,0.0856
C002631,P00156,0.195
C002631,P00260,0.1917
C002631,P00566,0.1538
C002631,P00267,0.132
C002631,P00399,0.1273
C002632,P00318,0.0899
C002632,P00472,0.0868
C002632,P00014,0.0862
C002632,P00301,0.0841
C002632,P00023,0.0841
C002633,P00333,0.1188
C002633,P00525,0.1184
C002633,P00339,0.1151
C002633,P00392,0.0891
C002633,P00116,0.0865
C002634,P00389,0.1395
C002634,P00128,0.1212
C002634,P00138,0.1192
C002634,P00045,0.1179
C002634,P00022,0.1165
C002635,P00488,0.1607
C002635,P00146,0.1563
C002635,P00588,0.1471
C002635,P00191,0.1269
C002635,P00392,0.1258
C002636,P00062,0.1627
C002636,P00502,0.1286
C002636,P00175,0.128
C002636,P00116,0.1279
C002636,P00255,0.1211
C002637,P00144,0.1426
C002637,P00092,0.1296
C002637,P00007,0.1275
C002637,P00087,0.1204
C002637,P00165,0.1159
C002638,P00365,0.1251
C002638,P00309,0.1203
C002638,P00311,0.118
C002638,P00294,0.114
C002638,P00594,0.0924
C002639,P00220,0.1186
C002639,P00107,0.0821
C002639,P00206,0.0793
C002639,P00580,0.0787
C002639,P00441,0.0781
C002640,P00063,0.2086
C002640,P00525,0.1671
C002640,P00314,0.1669
C002640,P00429,0.1632
C002640,P00064,0.1622
C002641,P00077,0.1158
C002641,P00487,0.0979
C002641,P00500,0.0935
C002641,P00056,0.0877
C002641,P00082,0.0875
C002642,P00127,0.0794
C002642,P00455,0.0506
C002642,P00330,0.0489
C002642,P00370,0.048
C002642,P00006,0.0478
C002643,P00269,0.1613
C002643,P00568,0.1317
C002643,P00380,0.1257
C002643,P00434,0.1243
C002643,P00233,0.1204
C002644,P00323,0.1478
C002644,P00384,0.1251
C002644,P00595,0.1238
C002644,P00264,0.1225
C002644,P00592,0.1193
C002645,P00578,0.0837
C002645,P00378,0.0782
C002645,P00319,0.0768
C002645,P00552,0.076
C002645,P00274,0.0746
C002646,P00174,0.1239
C002646,P00161,0.1215
C002646,P00325,0.11
C002646,P00395,0.0968
C002646,P00184,0.0964
C002648,P00484,0.0848
C002648,P00407,0.0842
C002648,P00310,0.0838
C002648,P00376,0.0832
C002648,P00199,0.083
C002649,P00212,0.1261
C002649,P00278,0.1247
C002649,P00450,0.1226
C002649,P00386,0.1205
C002649,P00244,0.1192
C002650,P00105,0.0853
C002650,P00232,0.0848
C002650,P00273,0.0847
C002650,P00499,0.0845
C002650,P00367,0.0845
C002651,P00116,0.1287
C002651,P00596,0.1169
C002651,P00117,0.0803
C002651,P00566,0.0801
C002651,P00130,0.078
C002652,P00090,0.1265
C002652,P00561,0.1259
C002652,P00095,0.1235
C002652,P00048,0.1228
C002652,P00475,0.1215
C002653,P00063,0.1558
C002653,P00362,0.1323
C002653,P00397,0.1239
C002653,P00253,0.1228
C002653,P00267,0.1228
C002654,P00544,0.1244
C002654,P00219,0.1241
C002654,P00569,0.1128
C002654,P00538,0.1118
C002654,P00205,0.1085
C002655,P00360,0.1969
C002655,P00582,0.1691
C002655,P00139,0.1603
C002655,P00007,0.1514
C002655,P00022,0.1295
C002656,P00272,0.0782
C002656,P00090,0.0766
C002656,P00012,0.0758
C002656,P00256,0.0742
C002656,P00007,0.0722
C002657,P00400,0.118
C002657,P00132,0.1143
C002657,P00326,0.1143
C002657,P00226,0.0851
C002657,P00455,0.0839
C002658,P00527,0.1067
C002658,P00458,0.0878
C002658,P00092,0.0866
C002658,P00042,0.0829
C002658,P00086,0.082
C002659,P00256,0.0847
C002659,P00561,0.0759
C002659,P00383,0.0502
C002659,P00593,0.0495
C002659,P00020,0.0493
C002660,P00037,0.1272
C002660,P00474,0.1228
C002660,P00158,0.1114
C002660,P00410,0.0846
C002660,P00387,0.0831
C002661,P00455,0.0502
C002661,P00017,0.0469
C002661,P00014,0.0466
C002661,P00296,0.0435
C002661,P00404,0.0425
C002662,P00013,0.1983
C002662,P00594,0.1651
C002662,P00567,0.1222
C002662,P00351,0.1219
C002662,P00413,0.1188
C002663,P00012,0.1586
C002663,P00384,0.1274
C002663,P00483,0.1156
C002663,P00337,0.1118
C002663,P00035,0.092
C002664,P00244,0.1342
C002664,P00401,0.1285
C002664,P00030,0.1265
C002664,P00463,0.1228
C002664,P00156,0.1183
C002665,P00294,0.1568
C002665,P00143,0.1331
C002665,P00086,0.1259
C002665,P00578,0.122
C002665,P00482,0.1213
C002666,P00063,0.0894
C002666,P00526,0.0874
C002666,P00527,0.0871
C002666,P00003,0.085
C002666,P00294,0.0847
C002667,P00273,0.0877
C002667,P00256,0.0842
C002667,P00037,0.084
C002667,P00038,0.0813
C002667,P00582,0.0808
C002668,P00451,0.0861
C002668,P00222,0.0518
C002668,P00024,0.047
C002668,P00423,0.0463
C002668,P00231,0.0449
C002669,P00493,0.1875
C002669,P00489,0.158
C002669,P00359,0.127
C002669,P00269,0.1254
C002669,P00593,0.1252
C002670,P00476,0.1271
C002670,P00492,0.095
C002670,P00582,0.0866
C002670,P00412,0.0805
C002670,P00511,0.0796
C002671,P00532,0.0922
C002671,P00404,0.082
C002671,P00098,0.0772
C002671,P00443,0.0756
C002671,P00006,0.0743
C002672,P00152,0.1278
C002672,P00570,0.1264
C002672,P00286,0.1212
C002672,P00006,0.1145
C002672,P00420,0.114
C002673,P00172,0.1217
C002673,P00164,0.1118
C002673,P00423,0.0888
C002673,P00422,0.0852
C002673,P00139,0.0843
C002674,P00063,0.1904
C002674,P00407,0.1233
C002674,P00018,0.1166
C002674,P00183,0.1144
C002674,P00326,0.1086
C002675,P00450,0.1168
C002675,P00560,0.0888
C002675,P00186,0.0882
C002675,P00355,0.0871
C002675,P00453,0.0867
C002676,P00587,0.0956
C002676,P00404,0.0937
C002676,P00083,0.085
C002676,P00128,0.0821
C002676,P00242,0.0817
C002677,P00129,0.1207
C002677,P00209,0.0891
C002677,P00412,0.0885
C002677,P00450,0.0867
C002677,P00009,0.0849
C002678,P00290,0.1237
C002678,P00174,0.1151
C002678,P00377,0.1118
C002678,P00105,0.0994
C002678,P00067,0.0879
C002679,P00198,0.1293
C002679,P00449,0.1228
C002679,P00316,0.1193
C002679,P00381,0.1179
C002679,P00087,0.1177
C002680,P00552,0.0887
C002680,P00422,0.0866
C002680,P00539,0.0862
C002680,P00476,0.0777
C002680,P00212,0.0774
C002681,P00510,0.1242
C002681,P00267,0.1194
C002681,P00505,0.1167
C002681,P00588,0.093
C002681,P00407,0.0928
C002682,P00481,0.1979
C002682,P00396,0.1451
C002682,P00360,0.1277
C002682,P00451,0.1211
C002682,P00533,0.12
C002683,P00138,0.1103
C002683,P00560,0.0971
C002683,P00405,0.0964
C002683,P00462,0.0917
C002683,P00043,0.0912
C002684,P00526,0.1232
C002684,P00266,0.1213
C002684,P00553,0.1176
C002684,P00192,0.1166
C002684,P00025,0.0978
C002685,P00240,0.0504
C002685,P00347,0.0492
C002685,P00528,0.0478
C002685,P00097,0.0468
C002685,P00230,0.0466
C002686,P00448,0.1267
C002686,P00434,0.1232
C002686,P00262,0.1177
C002686,P00443,0.0923
C002686,P00513,0.0911
C002687,P00055,0.1637
C002687,P00025,0.1519
C002687,P00037,0.1426
C002687,P00502,0.1229
C002687,P00141,0.1202
C002688,P00575,0.1215
C002688,P00042,0.118
C002688,P00299,0.0965
C002688,P00245,0.0841
C002688,P00244,0.0839
C002689,P00425,0.135
C002689,P00505,0.1194
C002689,P00272,0.1172
C002689,P00244,0.1164
C002689,P00494,0.1148
C002690,P00088,0.1528
C002690,P00408,0.1156
C002690,P00310,0.1084
C002690,P00138,0.0955
C002690,P00268,0.0913
C002691,P00025,0.157
C002691,P00508,0.1472
C002691,P00493,0.1386
C002691,P00062,0.1282
C002691,P00582,0.1246
C002692,P00190,0.1287
C002692,P00420,0.1279
C002692,P00535,0.1255
C002692,P00435,0.1242
C002692,P00379,0.1235
C002693,P00367,0.0908
C002693,P00211,0.0836
C002693,P00433,0.0806
C002693,P00453,0.0763
C002693,P00132,0.0743
C002694,P00404,0.1647
C002694,P00386,0.1336
C002694,P00519,0.1268
C002694,P00202,0.1217
C002694,P00267,0.1183
C002695,P00186,0.1323
C002695,P00477,0.1323
C002695,P00206,0.125
C002695,P00198,0.121
C002695,P00554,0.1188
C002696,P00048,0.2091
C002696,P00331,0.1611
C002696,P00015,0.1587
C002696,P00374,0.1323
C002696,P00199,0.1225
C002697,P00127,0.1921
C002697,P00139,0.1552
C002697,P00404,0.1233
C002697,P00574,0.1206
C002697,P00160,0.119
C002698,P00401,0.1318
C002698,P00220,0.1212
C002698,P00246,0.1154
C002698,P00496,0.1138
C002698,P00021,0.0966
C002699,P00493,0.1199
C002699,P00371,0.1187
C002699,P00246,0.1155
C002699,P00513,0.0911
C002699,P00378,0.0852
C002700,P00580,0.1674
C002700,P00018,0.1482
C002700,P00129,0.1225
C002700,P00487,0.1221
C002700,P00303,0.122
C002701,P00030,0.1219
C002701,P00135,0.1165
C002701,P00251,0.0917
C002701,P00068,0.0892
C002701,P00383,0.0881
C002702,P00325,0.1647
C002702,P00098,0.1326
C002702,P00356,0.1319
C002702,P00081,0.1258
C002702,P00556,0.1255
C002703,P00176,0.123
C002703,P00156,0.1227
C002703,P00198,0.1211
C002703,P00384,0.1194
C002703,P00260,0.1181
C002704,P00046,0.1155
C002704,P00411,0.1124
C002704,P00585,0.0935
C002704,P00175,0.0913
C002704,P00022,0.0835
C002705,P00578,0.1957
C002705,P00571,0.1593
C002705,P00180,0.1565
C002705,P00283,0.1256
C002705,P00105,0.1255
C002706,P00130,0.1269
C002706,P00285,0.1137
C002706,P00025,0.0872
C002706,P00349,0.0846
C002706,P00371,0.0837
C002707,P00048,0.2305
C002707,P00045,0.1977
C002707,P00521,0.1691
C002707,P00178,0.1581
C002707,P00429,0.1531
C002708,P00099,0.0853
C002708,P00491,0.0845
C002708,P00441,0.0843
C002708,P00580,0.0772
C002708,P00224,0.077
C002709,P00087,0.1571
C002709,P00326,0.1225
C002709,P00240,0.1207
C002709,P00381,0.1189
C002709,P00384,0.1183
C002710,P00143,0.1642
C002710,P00102,0.1622
C002710,P00540,0.1568
C002710,P00216,0.1541
C002710,P00007,0.1523
C002711,P00246,0.123
C002711,P00276,0.1155
C002711,P00121,0.1154
C002711,P00116,0.0919
C002711,P00204,0.0878
C002712,P00025,0.1332
C002712,P00121,0.1256
C002712,P00541,0.1229
C002712,P00296,0.1161
C002712,P00285,0.114
C002713,P00300,0.1636
