"order_id","product_id","quantity","revenue"
"O000996","P0002","1","2506.69"
"O000996","P0015","1","1007.07"
"O000997","P0012","2","1265.76"
"O000997","P0030","4","9824.96"
"O000998","P0012","4","2783.52"
"O000999","P0028","4","8338.88"
"O000999","P0017","5","5949.70"
"O000999","P0025","4","4426.88"
"O000999","P0012","3","1937.70"
"O001000","P0019","5","6787.30"
"O001000","P0004","2","11828.28"
"O001000","P0014","4","1933.48"
"O001001","P0030","2","4993.92"
"O001002","P0020","4","4687.92"
"O001002","P0026","5","5912.60"
"O001002","P0022","1","480.50"
"O001002","P0005","2","6067.26"
"O001003","P0009","5","7957.75"
"O001003","P0025","1","1181.57"
"O001003","P0019","4","6577.48"
"O001004","P0026","5","5870.25"
"O001004","P0027","2","1658.42"
"O001005","P0024","5","5919.50"
"O001005","P0004","3","17678.55"
"O001005","P0002","4","11045.32"
"O001006","P0008","1","1435.49"
"O001006","P0014","3","1756.56"
"O001006","P0022","5","2429.30"
"O001006","P0029","5","2905.25"
"O001007","P0019","2","3317.74"
"O001007","P0010","1","2258.86"
"O001007","P0016","4","13357.84"
"O001007","P0020","3","3376.56"
"O001008","P0006","3","9623.76"
"O001008","P0013","2","6133.70"
"O001008","P0002","4","10303.40"
"O001009","P0023","1","323.43"
"O001009","P0026","3","3992.70"
"O001010","P0013","3","11397.51"
"O001010","P0009","5","8370.50"
"O001010","P0012","3","2139.96"
"O001011","P0021","4","5968.56"
"O001011","P0010","1","2443.25"
"O001011","P0011","2","2867.52"
"O001012","P0025","5","5463.25"
"O001012","P0026","5","6094.45"
"O001012","P0008","2","2612.42"
"O001013","P0028","5","11079.25"
"O001014","P0026","1","1263.84"
"O001014","P0003","1","3004.72"
"O001015","P0023","5","1594.95"
"O001015","P0024","5","6322.45"
"O001015","P0010","5","11488.20"
"O001015","P0003","1","3017.31"
"O001016","P0019","3","4752.39"
"O001016","P0001","5","29810.60"
"O001017","P0020","5","5322.60"
"O001017","P0027","4","3103.36"
"O001017","P0019","4","6010.32"
"O001018","P0007","1","1733.85"
"O001019","P0029","2","945.20"
"O001020","P0005","1","3011.22"
"O001020","P0026","4","5235.64"
"O001020","P0024","2","2660.88"
"O001020","P0008","3","4282.41"
"O001021","P0007","5","7964.30"
"O001022","P0029","3","1713.12"
"O001022","P0024","3","3559.80"
"O001022","P0023","4","1298.68"
"O001023","P0011","5","7315.05"
"O001023","P0017","1","1164.71"
"O001023","P0026","4","5147.80"
"O001023","P0024","3","3610.23"
"O001024","P0006","3","9367.68"
"O001025","P0017","4","4690.28"
"O001025","P0029","4","2225.92"
"O001026","P0024","4","5010.76"
"O001026","P0023","4","1287.84"
"O001026","P0030","2","5247.56"
"O001027","P0025","2","2123.08"
"O001028","P0003","5","13611.95"
"O001029","P0010","2","4894.14"
"O001030","P0015","5","5034.25"
"O001030","P0029","1","553.37"
"O001031","P0001","5","27609.45"
"O001031","P0008","4","5196.76"
"O001031","P0010","4","10008.64"
"O001031","P0024","4","4786.56"
"O001032","P0007","3","4714.44"
"O001032","P0025","4","4550.28"
"O001033","P0022","2","893.62"
"O001034","P0004","2","12190.72"
"O001034","P0012","4","2840.20"
"O001034","P0006","2","6074.10"
"O001034","P0003","3","8391.57"
"O001035","P0025","1","1152.83"
"O001035","P0030","3","7570.14"
"O001035","P0019","1","1648.61"
"O001036","P0026","4","5025.08"
"O001036","P0019","1","1676.44"
"O001036","P0013","4","14752.08"
"O001036","P0012","4","2757.64"
"O001037","P0028","3","6723.57"
"O001038","P0004","2","11632.60"
"O001038","P0022","3","1465.98"
"O001038","P0029","4","2292.92"
"O001038","P0008","1","1374.63"
"O001039","P0005","5","12008.40"
"O001039","P0017","5","5364.90"
"O001039","P0026","4","4775.08"
"O001040","P0027","2","1657.18"
"O001040","P0018","5","8408.70"
"O001040","P0020","2","2242.24"
"O001040","P0010","4","9592.92"
"O001041","P0030","3","7347.72"
"O001041","P0009","5","8434.25"
"O001042","P0023","3","918.99"
"O001042","P0014","4","2130.64"
"O001042","P0007","4","6356.32"
"O001042","P0028","3","5522.10"
"O001043","P0014","3","1755.60"
"O001043","P0027","1","818.69"
"O001044","P0027","3","2589.87"
"O001044","P0026","3","3747.45"
"O001045","P0014","5","2665.65"
"O001045","P0002","1","2275.34"
"O001046","P0006","1","2829.80"
"O001046","P0020","5","5580.10"
"O001046","P0003","1","2743.00"
"O001047","P0012","5","2893.35"
"O001047","P0021","4","4796.76"
"O001048","P0018","1","1643.30"
"O001049","P0019","2","3188.10"
"O001050","P0002","5","13609.85"
"O001050","P0014","1","539.73"
"O001050","P0010","5","12436.05"
"O001050","P0003","3","8005.59"
"O001051","P0010","2","4868.68"
"O001051","P0013","2","7874.86"
"O001052","P0018","1","1605.88"
"O001053","P0025","5","5572.10"
"O001054","P0028","4","8562.36"
"O001054","P0030","4","9958.12"
"O001054","P0011","5","7104.95"
"O001054","P0025","1","1203.76"
"O001055","P0026","1","1183.92"
"O001056","P0003","3","9073.62"
"O001056","P0024","1","1248.56"
"O001056","P0014","2","1048.78"
"O001057","P0003","1","2968.87"
"O001057","P0028","4","8691.16"
"O001057","P0015","2","1940.84"
"O001058","P0025","4","4215.24"
"O001058","P0018","4","6387.76"
"O001059","P0006","3","10118.79"
"O001059","P0014","3","1647.84"
"O001060","P0029","1","573.39"
"O001060","P0023","2","671.52"
"O001060","P0027","4","3336.20"
"O001061","P0010","5","11299.45"
"O001061","P0025","3","3502.77"
"O001062","P0015","2","1858.46"
"O001062","P0024","1","1213.34"
"O001062","P0019","2","2994.34"
"O001063","P0011","5","5987.75"
"O001063","P0023","4","1026.84"
"O001063","P0009","3","4479.90"
"O001064","P0011","5","6557.10"
"O001064","P0021","5","7296.30"
"O001064","P0014","2","1067.86"
"O001064","P0029","1","547.92"
"O001065","P0008","3","3848.58"
"O001065","P0024","3","3615.36"
"O001065","P0022","1","450.71"
"O001066","P0028","1","2216.15"
"O001066","P0010","4","9409.00"
"O001066","P0016","3","10096.02"
"O001066","P0013","5","19923.00"
"O001067","P0002","1","2702.95"
"O001067","P0010","5","12051.10"
"O001067","P0017","2","2399.68"
"O001068","P0012","2","1336.22"
"O001068","P0004","3","18479.61"
"O001068","P0009","4","6606.76"
"O001069","P0001","5","29190.00"
"O001069","P0014","1","586.13"
"O001069","P0007","4","6612.76"
"O001070","P0024","5","6584.55"
"O001070","P0015","2","1935.98"
"O001071","P0002","1","2638.48"
"O001071","P0029","2","1125.40"
"O001071","P0006","1","3285.25"
"O001072","P0014","4","2240.60"
"O001072","P0024","2","2346.78"
"O001072","P0019","2","3203.60"
"O001073","P0001","2","11529.64"
"O001073","P0027","5","4225.65"
"O001074","P0009","4","7061.24"
"O001075","P0029","4","1986.48"
"O001075","P0019","3","4373.58"
"O001075","P0022","1","472.82"
"O001076","P0001","1","4756.97"
"O001076","P0007","2","3019.70"
"O001076","P0023","3","846.90"
"O001077","P0006","1","3349.08"
"O001077","P0002","3","8345.73"
"O001077","P0023","1","322.95"
"O001077","P0030","2","5019.02"
"O001078","P0008","5","5692.15"
"O001078","P0029","1","527.24"
"O001078","P0022","5","2316.75"
"O001079","P0007","1","1732.62"
"O001079","P0013","2","7284.06"
"O001080","P0017","5","5339.20"
"O001080","P0013","5","17499.00"
"O001080","P0022","4","1835.40"
"O001080","P0005","5","14696.45"
"O001081","P0024","4","5273.92"
"O001082","P0022","2","896.94"
"O001082","P0007","1","1630.98"
"O001083","P0027","2","1529.12"
"O001083","P0002","5","12527.00"
"O001083","P0001","3","18132.36"
"O001084","P0015","2","1991.20"
"O001084","P0004","5","29201.00"
"O001084","P0029","2","1057.80"
"O001084","P0013","3","11504.79"
"O001085","P0015","2","1749.88"
"O001085","P0021","3","4379.49"
"O001086","P0008","3","4080.96"
"O001087","P0026","4","4938.40"
"O001087","P0005","5","14461.25"
"O001087","P0025","5","5436.75"
"O001088","P0022","2","996.52"
"O001088","P0024","5","6579.05"
"O001088","P0030","5","12283.30"
"O001089","P0010","5","12157.70"
"O001089","P0018","5","8297.45"
"O001090","P0002","3","7691.40"
"O001090","P0019","2","3292.38"
"O001090","P0008","4","5206.68"
"O001091","P0007","4","6148.68"
"O001092","P0023","1","326.04"
"O001093","P0010","2","4507.78"
"O001093","P0003","4","11775.00"
"O001094","P0024","4","4945.36"
"O001094","P0021","3","4369.41"
"O001094","P0029","2","902.00"
"O001095","P0019","5","7363.30"
"O001095","P0003","1","2865.16"
"O001096","P0015","4","3928.40"
"O001096","P0014","3","1551.99"
"O001097","P0027","3","2487.00"
"O001097","P0002","2","5142.70"
"O001098","P0024","2","2610.90"
"O001098","P0006","2","6674.98"
"O001099","P0009","3","5212.80"
"O001099","P0008","3","4051.92"
"O001099","P0007","2","3254.72"
"O001100","P0023","4","1221.60"
"O001100","P0010","4","8929.52"
"O001100","P0030","4","9510.72"
"O001101","P0023","2","675.34"
"O001101","P0024","1","1306.87"
"O001101","P0012","5","3450.80"
"O001101","P0002","2","5322.58"
"O001102","P0021","2","2925.22"
"O001103","P0010","5","11693.40"
"O001103","P0008","4","5333.28"
"O001103","P0001","4","23443.64"
"O001104","P0001","2","12271.62"
"O001104","P0011","3","4414.14"
"O001104","P0026","4","5243.60"
"O001104","P0008","1","1349.88"
"O001105","P0011","5","7322.80"
"O001105","P0022","3","1480.98"
"O001105","P0016","4","13132.80"
"O001106","P0018","1","1644.07"
"O001106","P0007","4","6345.64"
"O001106","P0015","1","932.91"
"O001106","P0017","5","5645.90"
"O001107","P0005","2","5529.14"
"O001108","P0003","3","8517.18"
"O001108","P0029","5","2674.85"
"O001108","P0012","3","2058.60"
"O001109","P0026","4","5131.88"
"O001109","P0006","4","12689.56"
"O001109","P0016","1","3322.51"
"O001109","P0012","2","1344.04"
"O001110","P0026","4","5026.68"
"O001110","P0009","1","1692.21"
"O001110","P0022","2","934.80"
"O001110","P0027","5","4030.70"
"O001111","P0005","4","11360.64"
"O001111","P0004","1","6352.10"
"O001111","P0030","3","6995.25"
"O001111","P0003","2","5756.38"
"O001112","P0029","1","528.41"
"O001112","P0015","5","4627.80"
"O001112","P0017","4","4375.60"
"O001113","P0012","3","2046.45"
"O001113","P0007","5","8562.20"
"O001113","P0022","4","1968.36"
"O001114","P0001","1","5949.41"
"O001114","P0017","4","4501.08"
"O001114","P0007","1","1561.99"
"O001115","P0021","3","4442.58"
"O001115","P0013","1","3624.47"
"O001115","P0012","3","1911.42"
"O001116","P0016","4","13578.72"
"O001116","P0022","4","1981.16"
"O001116","P0029","2","1037.52"
"O001116","P0011","3","4311.21"
"O001117","P0016","3","9271.29"
"O001117","P0010","3","6967.77"
"O001118","P0004","1","6434.54"
"O001118","P0010","1","2378.22"
"O001118","P0028","1","2171.55"
"O001118","P0005","1","2977.96"
"O001119","P0007","5","8543.80"
"O001119","P0028","2","4517.88"
"O001119","P0013","2","6992.50"
"O001119","P0018","3","5190.84"
"O001120","P0009","5","8926.70"
"O001120","P0014","4","2331.16"
"O001120","P0007","5","8685.00"
"O001120","P0012","2","1417.26"
"O001121","P0011","3","4478.10"
"O001121","P0025","4","4460.16"
"O001121","P0003","5","14860.40"
"O001122","P0023","4","1201.80"
"O001123","P0012","4","2862.16"
"O001123","P0009","1","1789.31"
"O001124","P0010","2","4673.12"
"O001124","P0022","5","2182.10"
"O001124","P0005","1","2725.08"
"O001125","P0025","1","1111.93"
"O001126","P0025","1","1185.36"
"O001126","P0021","2","2940.92"
"O001126","P0024","4","4968.92"
"O001127","P0028","4","9121.08"
"O001128","P0024","5","6432.05"
"O001128","P0007","5","8285.05"
"O001129","P0025","2","2377.26"
"O001129","P0014","2","1157.88"
"O001129","P0021","3","4563.84"
"O001130","P0025","4","4641.48"
"O001130","P0030","3","6933.78"
"O001130","P0014","5","2671.30"
"O001131","P0024","3","3854.46"
"O001131","P0010","2","4433.40"
"O001131","P0011","4","5298.72"
"O001132","P0005","3","8354.88"
"O001132","P0012","3","2028.54"
"O001132","P0019","3","4613.76"
"O001132","P0026","1","1185.89"
"O001133","P0028","4","9016.68"
"O001133","P0022","3","1400.91"
"O001133","P0017","4","4483.08"
"O001134","P0024","1","1279.50"
"O001134","P0016","5","16055.95"
"O001134","P0008","1","1450.63"
"O001134","P0030","1","2596.23"
"O001135","P0004","2","12233.92"
"O001136","P0012","3","2147.40"
"O001136","P0030","5","11497.95"
"O001136","P0016","2","6338.16"
"O001137","P0008","3","4307.67"
"O001137","P0014","5","2678.65"
"O001138","P0004","3","16862.52"
"O001138","P0007","3","4197.18"
"O001138","P0009","1","1400.65"
"O001138","P0028","5","9989.55"
"O001139","P0030","3","6906.81"
"O001140","P0024","1","1266.23"
"O001140","P0019","1","1310.41"
"O001140","P0014","4","2206.96"
"O001140","P0027","3","2019.36"
"O001141","P0027","5","3695.85"
"O001141","P0014","5","2763.70"
"O001142","P0015","3","2757.51"
"O001142","P0006","3","9394.65"
"O001142","P0021","1","1459.57"
"O001143","P0008","4","5375.24"
"O001143","P0024","2","2451.44"
"O001144","P0007","5","8028.85"
"O001144","P0008","2","2809.00"
"O001144","P0029","5","2623.85"
"O001145","P0029","2","1101.38"
"O001145","P0022","4","1875.24"
"O001145","P0017","2","2377.30"
"O001146","P0009","2","3335.34"
"O001146","P0020","5","5506.30"
"O001146","P0028","1","2087.42"
"O001147","P0030","3","7466.49"
"O001147","P0011","5","6797.65"
"O001148","P0026","5","6436.30"
"O001148","P0019","1","1610.23"
"O001149","P0020","5","5413.95"
"O001149","P0010","1","2412.81"
"O001149","P0007","2","3272.68"
"O001149","P0002","4","10748.28"
"O001150","P0024","4","4732.40"
"O001150","P0005","3","8414.19"
"O001150","P0026","4","4822.16"
"O001150","P0020","5","5222.65"
"O001151","P0017","4","4775.52"
"O001151","P0026","1","1289.61"
"O001151","P0020","3","3143.64"
"O001152","P0022","5","2513.35"
"O001153","P0005","5","15209.15"
"O001153","P0007","4","6683.88"
"O001154","P0024","3","3535.65"
"O001154","P0028","4","8399.04"
"O001155","P0008","4","5535.68"
"O001155","P0014","3","1762.62"
"O001156","P0018","4","6580.56"
"O001156","P0027","1","826.07"
"O001156","P0022","5","2480.65"
"O001157","P0010","1","2502.64"
"O001157","P0017","4","4638.28"
"O001158","P0014","5","2822.45"
"O001158","P0007","3","4665.39"
"O001158","P0011","3","4322.40"
"O001159","P0012","5","3363.40"
"O001160","P0030","4","10271.12"
"O001161","P0027","1","765.80"
"O001161","P0030","4","10196.32"
"O001162","P0005","5","15160.85"
"O001162","P0028","5","10644.40"
"O001162","P0007","5","8493.95"
"O001163","P0009","1","1674.67"
"O001163","P0005","1","2772.95"
"O001164","P0009","4","6925.80"
"O001164","P0007","3","5276.91"
"O001164","P0020","3","3451.23"
"O001165","P0022","2","932.30"
"O001165","P0014","4","2317.04"
"O001165","P0016","2","6534.96"
"O001165","P0018","3","5157.57"
"O001166","P0020","1","1140.66"
"O001167","P0005","1","2950.82"
"O001167","P0006","4","13045.40"
"O001168","P0018","3","4732.44"
"O001168","P0015","2","1866.08"
"O001168","P0024","5","6328.35"
"O001168","P0028","1","2291.87"
"O001169","P0010","4","8007.84"
"O001170","P0003","3","8599.89"
"O001171","P0004","5","30199.40"
"O001171","P0005","2","6077.58"
"O001171","P0023","4","1318.24"
"O001171","P0006","3","9907.74"
"O001172","P0028","3","6089.76"
"O001173","P0025","2","2391.86"
"O001173","P0015","4","4152.24"
"O001173","P0027","3","2334.69"
"O001173","P0003","3","8193.51"
"O001174","P0020","2","1966.96"
"O001174","P0006","5","14295.95"
"O001175","P0027","5","4236.90"
"O001175","P0023","3","983.04"
"O001175","P0006","5","16705.35"
"O001176","P0016","3","9593.97"
"O001176","P0006","1","3214.69"
"O001176","P0002","5","13665.30"
"O001177","P0010","2","4936.92"
"O001177","P0027","4","3338.44"
"O001177","P0016","5","15221.75"
"O001178","P0009","2","3541.02"
"O001178","P0027","5","4028.60"
"O001179","P0005","3","8246.58"
"O001179","P0002","5","13325.90"
"O001179","P0013","1","3675.79"
"O001180","P0029","1","562.06"
"O001181","P0010","2","4521.94"
"O001181","P0024","4","4696.88"
"O001181","P0014","2","1124.32"
"O001182","P0009","3","4853.70"
"O001182","P0020","5","5207.65"
"O001182","P0014","5","2635.25"
"O001183","P0003","1","2756.98"
"O001183","P0016","5","15358.10"
"O001183","P0018","4","6715.24"
"O001184","P0030","5","12049.30"
"O001184","P0020","3","2918.40"
"O001185","P0027","4","3393.08"
"O001185","P0015","1","1013.75"
"O001185","P0012","5","3199.75"
"O001186","P0027","5","3975.35"
"O001186","P0029","4","2219.56"
"O001186","P0019","4","6512.72"
"O001187","P0006","4","13547.00"
"O001187","P0028","1","2293.29"
"O001187","P0012","5","3389.05"
"O001187","P0022","3","1449.24"
"O001188","P0025","3","3322.47"
"O001188","P0006","1","3059.02"
"O001188","P0022","3","1511.04"
"O001189","P0009","3","5168.04"
"O001190","P0004","5","31732.10"
"O001190","P0030","1","2299.49"
"O001190","P0012","5","3198.25"
"O001190","P0027","1","767.80"
"O001191","P0023","2","591.96"
"O001191","P0026","5","6199.20"
"O001192","P0010","2","4465.78"
"O001192","P0011","4","5570.04"
"O001192","P0027","2","1590.32"
"O001193","P0019","5","7932.20"
"O001194","P0009","2","3350.00"
"O001194","P0022","2","1005.38"
"O001194","P0019","3","4769.94"
"O001194","P0020","4","4677.00"
"O001195","P0015","3","2772.72"
"O001195","P0020","3","3217.41"
"O001196","P0020","1","1024.69"
"O001196","P0029","5","2766.90"
"O001197","P0018","4","6865.40"
"O001198","P0010","1","2268.47"
"O001199","P0021","5","6664.80"
"O001199","P0018","2","2827.86"
"O001199","P0030","5","10144.75"
"O001199","P0017","4","4251.00"
"O001200","P0019","2","3150.06"
"O001200","P0028","5","10891.35"
"O001201","P0019","2","2987.20"
"O001201","P0006","5","16651.75"
"O001202","P0030","1","2421.51"
"O001202","P0026","1","1235.10"
"O001202","P0014","4","2233.24"
"O001203","P0002","4","9892.24"
"O001203","P0021","3","4466.94"
"O001203","P0027","3","2330.58"
"O001203","P0023","4","1295.04"
"O001204","P0011","4","5349.96"
"O001204","P0024","5","6488.20"
"O001204","P0009","2","3493.96"
"O001205","P0013","3","10811.19"
"O001206","P0001","3","18018.36"
"O001206","P0009","4","7071.60"
"O001207","P0001","1","6102.32"
"O001207","P0030","5","11954.30"
"O001207","P0024","5","6245.40"
"O001207","P0017","3","3510.75"
"O001208","P0007","5","8586.15"
"O001208","P0026","1","1235.17"
"O001209","P0025","1","943.23"
"O001210","P0012","3","1930.38"
"O001210","P0015","4","3672.56"
"O001210","P0027","3","2605.11"
"O001210","P0005","4","12118.24"
"O001211","P0013","1","3949.29"
"O001212","P0011","4","5217.76"
"O001212","P0023","4","1311.20"
"O001212","P0030","2","4682.48"
"O001213","P0002","4","10351.48"
"O001213","P0027","1","861.94"
"O001213","P0024","1","1193.09"
"O001214","P0009","1","1698.76"
"O001214","P0024","2","2605.64"
"O001214","P0003","5","14706.75"
"O001215","P0009","1","1613.24"
"O001216","P0017","1","1098.42"
"O001216","P0021","1","1395.70"
"O001216","P0016","3","9539.40"
"O001217","P0025","4","4756.36"
"O001217","P0003","5","13349.55"
"O001217","P0024","3","3598.86"
"O001217","P0021","5","6966.90"
"O001218","P0016","5","16884.15"
"O001218","P0008","3","3801.33"
"O001219","P0010","5","12472.05"
"O001219","P0023","5","1671.55"
"O001219","P0011","1","1491.90"
"O001220","P0023","3","894.03"
"O001220","P0027","3","2351.61"
"O001220","P0022","4","1975.40"
"O001221","P0029","4","2210.76"
"O001221","P0023","2","621.02"
"O001222","P0019","1","1518.49"
"O001222","P0025","3","3343.92"
"O001222","P0012","2","1324.76"
"O001223","P0015","1","1008.75"
"O001223","P0021","1","1383.38"
"O001223","P0004","3","17580.09"
"O001224","P0024","2","2611.68"
"O001224","P0001","3","18296.76"
"O001224","P0009","5","8748.80"
"O001225","P0006","5","16958.75"
"O001225","P0023","3","982.77"
"O001226","P0028","3","6576.57"
"O001226","P0001","5","27889.65"
"O001226","P0008","3","3898.08"
"O001226","P0024","1","1180.00"
"O001227","P0025","1","1092.94"
"O001228","P0002","4","10666.20"
"O001228","P0019","4","5993.40"
"O001229","P0021","5","6866.40"
"O001229","P0015","1","985.30"
"O001229","P0013","3","11307.03"
"O001230","P0006","3","10176.09"
"O001230","P0023","3","936.39"
"O001230","P0009","1","1592.59"
"O001230","P0002","3","7524.24"
"O001231","P0029","3","1665.15"
"O001232","P0028","4","9161.56"
"O001233","P0020","2","2084.06"
"O001233","P0025","1","1192.28"
"O001234","P0024","3","3588.60"
"O001234","P0027","2","1584.78"
"O001234","P0004","3","18391.65"
"O001235","P0017","5","5690.85"
"O001235","P0014","2","1183.84"
"O001236","P0017","3","3561.27"
"O001236","P0025","1","1125.54"
"O001236","P0028","3","6476.64"
"O001237","P0018","5","8755.90"
"O001237","P0021","4","6230.68"
"O001238","P0018","2","3452.44"
"O001238","P0025","2","2176.98"
"O001239","P0028","5","10643.55"
"O001239","P0017","5","5612.70"
"O001239","P0020","3","3204.69"
"O001239","P0016","2","6653.28"
"O001240","P0008","4","5278.52"
"O001240","P0027","3","2470.44"
"O001240","P0012","3","2060.01"
"O001240","P0003","4","11171.68"
"O001241","P0024","4","5288.44"
"O001242","P0009","5","8518.10"
"O001243","P0015","2","1995.72"
"O001243","P0018","3","5069.61"
"O001244","P0024","1","1111.73"
"O001244","P0022","5","2342.25"
"O001244","P0013","1","3783.70"
"O001244","P0005","4","11706.20"
"O001245","P0024","1","1225.66"
"O001246","P0010","3","7327.44"
"O001246","P0006","3","9618.24"
"O001246","P0003","1","2946.80"
"O001247","P0012","4","2540.76"
"O001247","P0023","5","1603.95"
"O001247","P0022","3","1374.99"
"O001247","P0007","3","5117.64"
"O001248","P0017","5","5661.70"
"O001249","P0006","5","16343.50"
"O001249","P0018","4","6146.08"
"O001249","P0009","5","8662.85"
"O001250","P0002","3","7450.35"
"O001250","P0023","4","1327.28"
"O001250","P0017","2","2214.86"
"O001250","P0030","5","12918.70"
"O001251","P0029","3","1578.93"
"O001251","P0024","1","1210.97"
"O001251","P0028","3","6237.45"
"O001252","P0011","4","4697.20"
"O001252","P0025","3","3341.19"
"O001253","P0002","1","2679.21"
"O001253","P0016","5","16032.00"
"O001253","P0028","1","2122.19"
"O001254","P0028","4","8264.20"
"O001255","P0030","2","5013.08"
"O001256","P0021","2","2465.14"
"O001256","P0029","4","1910.28"
"O001256","P0008","1","1362.04"
"O001257","P0029","1","536.69"
"O001257","P0023","5","1528.05"
"O001257","P0026","2","2357.94"
"O001257","P0005","5","14450.15"
"O001258","P0012","2","1198.76"
"O001258","P0011","5","7052.85"
"O001258","P0014","1","525.31"
"O001259","P0007","4","6098.56"
"O001259","P0005","2","5829.76"
"O001259","P0009","4","6310.08"
"O001260","P0001","2","11273.22"
"O001260","P0021","1","1436.73"
"O001260","P0020","5","5476.25"
"O001261","P0022","5","2277.65"
"O001261","P0025","4","4546.00"
"O001262","P0003","3","8433.00"
"O001262","P0017","5","5998.65"
"O001262","P0002","3","8195.40"
"O001262","P0030","5","12164.85"
"O001263","P0004","4","25648.64"
"O001263","P0028","4","8519.84"
"O001264","P0016","5","15982.05"
"O001265","P0002","3","7680.27"
"O001265","P0010","2","4533.84"
"O001265","P0016","2","6673.66"
"O001266","P0007","3","5173.59"
"O001266","P0008","4","5668.08"
"O001266","P0010","3","7162.62"
"O001267","P0003","4","11217.16"
"O001267","P0024","2","2362.00"
"O001267","P0021","2","2907.14"
"O001268","P0022","2","933.14"
"O001268","P0021","3","4135.23"
"O001269","P0030","3","7427.49"
"O001269","P0001","2","12194.66"
"O001269","P0020","2","2188.80"
"O001269","P0009","3","5268.96"
"O001270","P0008","4","5399.20"
"O001270","P0012","2","1411.40"
"O001270","P0017","5","5477.10"
"O001270","P0006","3","10277.31"
"O001271","P0008","5","6975.25"
"O001272","P0023","1","321.39"
"O001272","P0019","2","3135.38"
"O001273","P0001","5","23327.40"
"O001273","P0017","5","4644.70"
"O001273","P0027","2","1656.46"
"O001274","P0029","2","1162.54"
"O001274","P0007","2","3182.32"
"O001275","P0009","4","6654.28"
"O001275","P0030","2","4589.34"
"O001275","P0015","3","2955.75"
"O001275","P0002","2","5354.74"
"O001276","P0002","1","2513.86"
"O001276","P0001","3","15925.74"
"O001277","P0029","4","2105.16"
"O001277","P0018","4","6501.44"
"O001278","P0029","1","563.36"
"O001278","P0003","4","11701.80"
"O001278","P0018","1","1578.01"
"O001278","P0028","5","11137.75"
"O001279","P0025","2","2191.90"
"O001279","P0028","3","5403.39"
"O001279","P0001","5","24998.90"
"O001279","P0026","2","2103.04"
"O001280","P0025","1","1169.45"
"O001281","P0001","4","23495.36"
"O001281","P0021","1","1428.32"
"O001281","P0017","4","4271.96"
"O001282","P0004","4","25378.56"
"O001282","P0003","1","2963.65"
"O001282","P0011","5","6880.60"
"O001283","P0029","3","1576.74"
"O001283","P0018","1","1733.96"
"O001284","P0004","1","4938.62"
"O001285","P0015","4","3811.28"
"O001285","P0028","5","11361.85"
"O001286","P0001","5","30598.75"
"O001286","P0030","2","4911.04"
"O001287","P0012","2","1366.38"
"O001287","P0013","1","3511.79"
"O001287","P0018","2","3099.10"
"O001287","P0001","1","5998.67"
"O001288","P0016","3","10218.24"
"O001288","P0011","1","1394.66"
"O001289","P0005","1","2763.79"
"O001289","P0021","3","4302.21"
"O001289","P0001","2","10833.94"
"O001290","P0001","3","16037.46"
"O001290","P0007","1","1607.83"
"O001290","P0025","1","1049.42"
"O001290","P0021","5","5900.90"
"O001291","P0010","4","9823.32"
"O001292","P0006","2","6344.72"
"O001292","P0004","1","6294.99"
"O001292","P0019","1","1497.41"
"O001293","P0019","3","4548.51"
"O001293","P0016","5","15553.75"
"O001294","P0003","4","11705.28"
"O001294","P0008","3","4264.56"
"O001294","P0029","1","563.23"
"O001295","P0022","3","1254.24"
"O001295","P0029","1","480.76"
"O001295","P0024","2","2340.70"
"O001295","P0030","5","10909.95"
"O001296","P0021","3","4083.96"
"O001296","P0018","1","1658.19"
"O001296","P0023","4","1109.20"
"O001296","P0007","1","1372.81"
"O001297","P0028","2","4540.30"
"O001298","P0011","3","4302.57"
"O001299","P0006","2","6296.70"
"O001300","P0014","4","2248.80"
"O001300","P0003","1","2699.35"
"O001301","P0022","1","503.35"
"O001301","P0014","2","1173.48"
"O001302","P0021","5","7262.00"
"O001302","P0009","3","5033.16"
"O001303","P0012","1","631.61"
"O001303","P0030","2","4604.92"
"O001303","P0013","4","15296.76"
"O001304","P0020","5","5874.15"
"O001304","P0001","4","21681.64"
"O001304","P0017","2","2286.94"
"O001304","P0021","1","1402.00"
"O001305","P0006","1","2835.20"
"O001305","P0005","5","11665.10"
"O001305","P0021","2","2844.98"
"O001306","P0015","3","3141.18"
"O001307","P0002","5","12528.80"
"O001307","P0010","5","12019.50"
"O001307","P0025","2","2224.84"
"O001307","P0014","2","1154.86"
"O001308","P0001","4","23792.20"
"O001308","P0025","5","5553.30"
"O001308","P0021","5","7030.45"
"O001308","P0007","3","4802.49"
"O001309","P0003","3","9021.18"
"O001309","P0024","2","2481.50"
"O001309","P0002","2","5264.92"
"O001309","P0030","3","7040.52"
"O001310","P0011","4","5889.96"
"O001310","P0016","1","3127.17"
"O001310","P0029","3","1706.46"
"O001310","P0018","4","6239.56"
"O001311","P0020","1","1124.44"
"O001312","P0013","5","19893.75"
"O001312","P0027","2","1697.58"
"O001312","P0003","3","8928.69"
"O001312","P0017","4","4573.24"
"O001313","P0019","3","5006.67"
"O001313","P0011","3","4293.72"
"O001313","P0028","4","8419.20"
"O001314","P0030","1","2188.56"
"O001314","P0027","1","785.72"
"O001314","P0003","3","8133.72"
"O001314","P0019","1","1397.38"
"O001315","P0011","4","4906.12"
"O001316","P0014","1","520.42"
